"","ID","names","N_chars"
"2304","HAO:0002266","lateroventral carina of the petiole","0"
"2305","HAO:0002267","median conjunctiva of abdominal tergum 9","0"
"2306","HAO:0002268","head width","0"
"2307","HAO:0002269","facet","0"
"2308","HAO:0002270","ventral margin of the mesopectus","0"
"2309","HAO:0002271","ventral margin of the metapectus","0"
"2310","HAO:0002273","proximodistal anatomical line","0"
"2311","HAO:0002274","head+mesosoma length","0"
"2312","HAO:0002275","head+mesosoma length","0"
"2313","HAO:0002276","mesosoma height","0"
"2314","HAO:0002277","posterior mesoscutellar area","0"
"2315","HAO:0002278","posterior mesoscutellar carina","0"
"2316","HAO:0002279","posterolateral mesoscutellar area","0"
"2317","HAO:0002280","posterolateral mesoscutellar carina","0"
"2318","HAO:0002281","anterior part of pronotal plate","0"
"2319","HAO:0002282","anteroventral depression of pronotum","0"
"2320","HAO:0002283","anteroventral foramen of metapleuron","0"
"2321","HAO:0002285","scutellar rim","0"
"2322","HAO:0002286","dorsal rim of pronotal plate","0"
"2323","HAO:0002288","median septum of scutellum","0"
"2324","HAO:0002289","ovipositor clip","0"
"2325","HAO:0002290","posterior lobe of scutellum","0"
"2326","HAO:0002291","posterior part of pronotal plate","0"
"2327","HAO:0002292","subcalyptral area","0"
"2328","HAO:0002293","window under lateral bar","0"
"2329","HAO:0002294","posteroventral corner of metapleuron","0"
"2330","HAO:0002295","pronoto-mesoscutal suture","0"
"2331","HAO:0002296","pronoto-mesopectal suture","0"
"2332","HAO:0002297","mesopleural line","0"
"2333","HAO:0002298","metapleuron","0"
"2334","HAO:0002299","sensillum trichodeum","0"
"2335","HAO:0002300","sensillum basiconicum","0"
"2336","HAO:0002301","lateral clypeal seta","0"
"2337","HAO:0002302","large volcano sensilla","0"
"2338","HAO:0002303","large disc sensilla","0"
"2339","HAO:0002304","sensillum coeloconicum A","0"
"2340","HAO:0002305","sensillum coeloconicum B","0"
"2341","HAO:0002306","axillar crescent","0"
"2342","HAO:0002307","appendage segment","0"
"2343","HAO:0002308","width","0"
"2344","HAO:0002309","mesosoma length","0"
"2345","HAO:0002310","anterior petiolar length","0"
"2346","HAO:0002311","anterior pronotal slope","0"
"2347","HAO:0002312","anterior setal pit","0"
"2348","HAO:0002313","dorsal petiolar scrobe","0"
"2349","HAO:0002314","dorsal head width","0"
"2350","HAO:0002315","dorsal head width","0"
"2351","HAO:0002316","distal clypeal line","0"
"2352","HAO:0002317","diagonal petiolar length","0"
"2353","HAO:0002318","caudal cylinder","0"
"2354","HAO:0002319","apical spine distance","0"
"2355","HAO:0002320","external area of the scape","0"
"2356","HAO:0002321","facial area of the scape","0"
"2357","HAO:0002322","transverse torular line","0"
"2358","HAO:0002323","frontal carina line","0"
"2359","HAO:0002324","lateral carina of clypeus","0"
"2360","HAO:0002325","maximum cephalic length","0"
"2361","HAO:0002326","maximum diameter of the compound eye","0"
"2362","HAO:0002327","maximum height of petiolar node","0"
"2363","HAO:0002328","maximum petiole height","0"
"2364","HAO:0002329","angle","0"
"2365","HAO:0002330","setal angle","0"
"2366","HAO:0002331","maximum cephalic length in median line","0"
"2367","HAO:0002332","median clypeal notch","0"
"2368","HAO:0002333","median clypeal notch depth","0"
"2369","HAO:0002334","Maximum spiracle distance of propodeum","0"
"2370","HAO:0002335","pronotum width","0"
"2371","HAO:0002336","length of petiolar node","0"
"2372","HAO:0002337","anterodorsal spine of the petiolar node","0"
"2373","HAO:0002338","apical petiolar spine distance","0"
"2374","HAO:0002339","petiole width","0"
"2375","HAO:0002340","postocular distance","0"
"2376","HAO:0002341","postpetiole length","0"
"2377","HAO:0002342","postpetiole width","0"
"2378","HAO:0002343","cranial scrobe of the pronotum","0"
"2379","HAO:0002344","pronotal spine","0"
"2380","HAO:0002345","apical distance of pronotal spines","0"
"2381","HAO:0002346","scape length","0"
"2382","HAO:0002347","minimum spine distance","0"
"2383","HAO:0002348","spine length","0"
"2384","HAO:0002349","arithmetic mean","0"
"2385","HAO:0002350","absolute cephalic size","0"
"2386","HAO:0002351","anterodorsal rim of petiole","0"
"2387","HAO:0002352","circumantennal carinae","0"
"2388","HAO:0002353","anterior profile of petiolar node","0"
"2389","HAO:0002354","dorsal petiolar profile","0"
"2390","HAO:0002355","caudal petiolar profile","0"
"2391","HAO:0002356","portion of epithelium","0"
"2392","HAO:0002357","postocular area","0"
"2393","HAO:0002358","postocular contour line","0"
"2394","HAO:0002359","postocular head width","0"
"2395","HAO:0002360","metapleural area of the mesonoto-metanoto-mesopecto-metapecto-propodeal complex","0"
"2396","HAO:0002361","mesonoto-metanoto-mesopecto-metapecto-propodeal complex","0"
"2397","HAO:0002362","metanotal depression","0"
"2398","HAO:0002363","mesopleural area of the mesonoto-metanoto-mesopecto-metapecto-propodeal complex","0"
"2399","HAO:0002364","median carina of clypeus","0"
"2400","HAO:0002365","submedian area of clypeus","0"
"2401","HAO:0002366","ventral head line","0"
"2402","HAO:0002367","torular head width","0"
"2403","HAO:0002368","ventral head width","0"
"2404","HAO:0002369","contour line","0"
"2405","HAO:0002370","gena contour line","0"
"2406","HAO:0002371","anterior profile of petiolar node contour line","0"
"2407","HAO:0002372","dorsal petiolar profile contour line","0"
"2408","HAO:0002373","malar striae","0"
"2409","HAO:0002374","pleural pit line","0"
"2410","HAO:0002375","width","0"
"2411","HAO:0002376","facial striae","0"
"2412","HAO:0002377","maximum width","0"
"2413","HAO:0002378","minimum width","0"
"2414","HAO:0002379","reticulate","0"
"2415","HAO:0002380","supraclypeal depression","0"
"2416","HAO:0002381","ventromedian setiferous patch","0"
"2417","HAO:0002382","ventrolateral setiferous patch","0"
"2418","HAO:0002383","intertorular area","0"
"2419","HAO:0002384","facial process","0"
"2420","HAO:0002385","postocellar carina","0"
"2421","HAO:0002386","distal projection of the parossiculus","0"
"2422","HAO:0002387","facial apodeme","0"
"2423","HAO:0002388","median facial keel","0"
"2424","HAO:0002389","median flange of occipital carina","0"
"2425","HAO:0002390","submedial flange of occipital carina","0"
"2426","HAO:0002391","distal projection of the penisvalva","0"
"2427","HAO:0002392","sensillar ring of harpe","0"
"2428","HAO:0002393","anterior discrimenal pit","0"
"2429","HAO:0002394","proximolateral projection of the cupula","0"
"2430","HAO:0002395","proximoventral notch of cupula","0"
"2431","HAO:0002396","transverse line of the metanotum/propodeum","0"
"2432","HAO:0002398","transverse frontal carina","0"
"2433","HAO:0002399","torulo-clypeal carina","0"
"2434","HAO:0002400","subtorular carina","0"
"2435","HAO:0002401","ventrolateral invagination of the pronotum","0"
"2436","HAO:0002402","sternaulus length","0"
"2437","HAO:0002403","mesopleuron length","0"
"2438","HAO:0002404","anterior mesoscutal width","0"
"2439","HAO:0002405","posterior mesoscutal width","0"
"2440","HAO:0002406","harpe width","0"
"2441","HAO:0002407","head height","0"
"2442","HAO:0002408","head length","0"
"2443","HAO:0002409","harpe length","0"
"2444","HAO:0002410","axillary muscle","0"
"2445","HAO:0002411","petiole neck","0"
"2446","HAO:0002412","buccal lobe","0"
"2447","HAO:0002413","body length","0"
"2448","HAO:0002414","distoventral submedian corner of the cupula","0"
"2449","HAO:0002415","trachea","0"
"2450","HAO:0002416","atrium","0"
"2451","HAO:0002417","resilin rich articulation of the ramus","0"
"2452","HAO:0002418","posteromedian process of the mesoscutellum","0"
"2453","HAO:0002419","sensillar plate of the aedeagus","0"
"2454","HAO:0002420","metapecto-propodeal conjunctiva","0"
"2455","HAO:0002421","posterodorsal metapleural area","0"
"2456","HAO:0002422","odontoid process","0"
"2457","HAO:0002423","specillum","0"
"2458","HAO:0002424","twelfth flagellomere","0"
"2459","HAO:0002425","axillular spine","0"
"2460","HAO:0002426","anterior ocellar-orbital line","0"
"2461","HAO:0002427","apical setae of T3","0"
"2462","HAO:0002428","stigmal vein","0"
"2463","HAO:0002429","postpetiole height","0"
"2464","HAO:0002430","scute","0"
"2465","HAO:0002431","lateral mesosoma length","0"
"2466","HAO:0002432","transverse carina of the metasomal depression","0"
"2467","HAO:0002433","coriaceous","0"
"2468","HAO:0002434","alutaceous","0"
"2469","HAO:0002435","dorsomedian area of the mesoscutellar-axillar complex","0"
"2470","HAO:0002436","prepalpal ventral premental area","0"
"2471","HAO:0002437","postpalpal ventral premental area","0"
"2472","HAO:0002438","latero-proximal stipital process","0"
"2473","HAO:0002439","cranial condyle of cardo","0"
"2474","HAO:0002440","Distal lateral projection of cardo","0"
"2475","HAO:0002441","Distal mesal projection of cardo","0"
"2476","HAO:0002442","lateral flange of the principal carina of the stipes","0"
"2477","HAO:0002443","distal lobe of the lateral flange of the principal carina of the stipes","0"
"2478","HAO:0002444","proximal lobe of lateral flange of the principal carina of the stipes","0"
"2479","HAO:0002445","lateral galeal sclerite","0"
"2480","HAO:0002446","trichoid sensillum of the glossa","0"
"2481","HAO:0002447","campaniform stipital sensillum","0"
"2482","HAO:0002448","triangular mesopleural furrow","0"
"2483","HAO:0002449","anteroposterior anatomical line","0"
"2484","HAO:0002450","eye-torulus distance","0"
"2485","HAO:0002451","thirteenth flagellomere","0"
"2486","HAO:0002452","maximum diameter","0"
"2487","HAO:0002453","minimum diameter","0"
"2488","HAO:0002454","microtrichia","0"
"2489","HAO:0002455","maximum height","0"
"2490","HAO:0002456","posterodorsal metapleural sulcus","0"
"2491","HAO:0002457","subacropleural sulcus","0"
"2492","HAO:0002458","postepomial sulcus","0"
"2493","HAO:0002459","anterior mesepisternal area","0"
"2494","HAO:0002460","dorsal length of pronotum","0"
"2495","HAO:0002461","length of mesoscutellar-axillar complex","0"
"2496","HAO:0002462","length of metanotum","0"
"2497","HAO:0002463","dorsal length of propodeum","0"
"2498","HAO:0002464","length of 1st flagellomere","0"
"2499","HAO:0002465","width of 1st flagellomere","0"
"2500","HAO:0002466","width of pedicel","0"
"2501","HAO:0002467","lateral eye height","0"
"2502","HAO:0002468","length of malar sulcus","0"
"2503","HAO:0002469","lateral head length","0"
"2504","HAO:0002470","dorsal length of mesoscutum","0"
"2505","HAO:0002471","width of mesoscutellar-axillar complex","0"
"2506","HAO:0002472","propodeal spiracle-metanotum distance","0"
"2507","HAO:0002473","diameter of propodeal spiracle","0"
"2508","HAO:0002474","length of T1","0"
"2509","HAO:0002475","length of hypopygium","0"
"2510","HAO:0002476","T7+8","0"
"2511","HAO:0002477","prospinasterno-procoxal muscle","0"
"2512","HAO:attached_to","attached_to","0"
"2513","OBO_REL:0000004","integral_part_of","0"
"2514","BFO:0000050","part_of","0"
